epoch,train_loss,train_auc,val_loss,val_auc
1,1.233804,,,0.809195
2,0.973502,,,0.764971
3,0.513853,,,0.772434
4,0.441750,,,0.778589
5,0.389173,,,0.777862
6,0.301659,,,0.780607
7,0.334997,,,0.811953
8,0.245178,,,0.809563
9,0.276067,,,0.783757
10,0.183306,,,0.790512
11,0.223743,,,0.731001
12,0.149674,,,0.655795
13,0.208685,,,0.763902
14,0.128106,,,0.675959
15,0.186570,,,0.597309
16,0.123761,,,0.663288
17,0.170324,,,0.567840
