epoch,train_loss,train_auc,val_loss,val_auc
1,0.803120,,,0.781222
2,0.865516,,,0.786370
3,0.846236,,,0.789999
4,0.832213,,,0.788619
5,0.838870,,,0.788364
6,0.821419,,,0.789924
7,0.834994,,,0.787972
8,0.815725,,,0.787760
9,0.811637,,,0.786264
10,0.793984,,,0.788061
11,0.800268,,,0.788694
12,0.783823,,,0.782706
13,0.791466,,,0.782142
