epoch,train_loss,train_auc,val_loss,val_auc
1,1.233804,,,0.809194
2,0.973550,,,0.764931
3,0.517379,,,0.772948
4,0.426464,,,0.816581
5,0.793013,,,0.777423
6,0.372907,,,0.781558
7,0.334694,,,0.472917
8,0.310414,,,0.663353
9,0.277877,,,0.695754
10,0.230125,,,0.749055
11,0.205616,,,0.643955
12,0.140406,,,0.600299
13,0.152850,,,0.623510
14,0.111762,,,0.579791
