epoch,train_loss,train_base_loss,train_ranking_loss,train_prototype_loss,train_normal_align_loss,train_normal_bucket_adv_loss,train_aux_loss,train_context_regularization_loss,train_adapter_regularization_loss,train_pseudo_contrastive_loss,train_embedding_diffusion_loss,train_embedding_diffusion_score_loss,train_embedding_diffusion_view_loss,prototype_loss_weight_effective,prototype_trust_score,context_residual_budget_weight_effective,context_residual_budget_release_progress,context_residual_budget_prototype_readiness,context_residual_budget_guard_strength,val_auc,val_pr_auc,val_ap,train_targets,train_pos,train_neg,train_hard_neg,train_bg_neg,train_pos_rate,hard_negative_pool_size,hard_negative_candidate_count,avg_subgraph_nodes,avg_subgraph_edges,emb_norm,dirichlet,grad_norm,best_epoch,lr,loss_pos_weight,context_delta_norm,context_drift_abs_mean,context_emb_norm,context_gate_mean,context_logit_abs_mean,context_residual_clip_fraction,context_residual_penalty,context_stability_gate_mean,diffusion_reconstruction_score,diffusion_score_calibration_mean,diffusion_score_calibration_std,diffusion_score_fraud_mean,diffusion_score_loss,diffusion_score_mean,diffusion_score_normal_mean,diffusion_score_std,diffusion_selected_count,diffusion_sigma_mean,internal_risk_delta_norm,internal_risk_direction_gap_norm,internal_risk_gate_mean,internal_risk_hop_gap_norm,internal_risk_short_long_gap_norm,message_risk_scale_mean,message_risk_score_mean,prototype_active_epoch,prototype_classification_loss,prototype_classification_ratio,prototype_consistency_loss,prototype_loss_ramp,prototype_margin,prototype_memory_initialized_ratio,prototype_separation_loss,prototype_target_available_ratio,prototype_temporal_stability,target_time_position_mean,time_emb_norm,time_expert_context_drift,time_expert_delta_norm,time_expert_entropy,time_expert_entropy_gate,time_expert_entropy_norm,time_expert_entropy_penalty,time_expert_max_weight,time_expert_time_emb_norm
1,0.5304002166616872,0.5281741409832756,0.0,0.0,0.0,0.0,0.0,0.0008610409188448735,9.601501844134991e-05,0.0,1.7466124205485634,0.3885569209637849,0.0,0.04,1.0,0.1,0.0,0.0,1.0,0.5560325842880001,0.015815753535569035,0.01606241809761736,45913,7413,38500,0,0,0.1614575392590334,0,0,1782.2282608695652,2230.032608695652,22.328879605168883,1032.5012930165167,0.9329242173686076,1,0.0003,3.0,1.1527852020833804,0.6605047901039538,1.3760176650855853,0.7834238792243211,0.03600548709484586,0.0011676290760869565,0.0008610409188448735,0.48956780297600705,4.203761800475743,5.445127773536464,0.2664550526237541,5.656314897537231,0.5957872788111369,5.354638568560282,5.254079874356588,0.3509722348147382,418.4782608695652,0.6200078505536785,0.25067670230308303,10.79104849566584,0.5238232253038365,10.84831190109253,2.0148533206918966,1.0007852004921955,0.5052346622814303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608734524768,1.7207744089157686,0.6318916237872579,0.5030279422239603,1.366183339253716,0.9854929473089136,0.9854929473089136,9.601501844134991e-05,0.31412726090006204,2.127649320208508
2,0.5938079497959141,0.5878824054194886,0.0,0.0515803812987819,0.039595548873362335,0.0,0.0,1.7353299841962997e-05,0.00039802907343508434,0.0,1.4587157731470854,0.40219699947730353,0.0,0.04,1.0,0.1,0.0,0.0,1.0,0.5355586266207514,0.014980996331035687,0.015199450456508891,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1855.1847826086957,2375.782608695652,23.689846951028574,1046.8375794783883,1.7106383188081014,1,0.0003,3.0,0.762362899987594,0.6510273082100827,1.2371513739876125,0.7976260282423185,0.026657691670824653,4.245923913043478e-05,1.7353299841962997e-05,0.40009589153139485,3.696656268575917,4.778334741463331,0.8356235178141541,5.279555733998617,0.6167020658651988,4.628730940818786,4.411789472897848,0.8837652834753196,418.4782608695652,0.618300067341846,0.33976876930050226,10.975593691286834,0.5142688320382781,11.051895867223324,2.213943600654602,1.000411956206612,0.5027463176976079,1.0,0.19659661021559377,0.9891304341347321,0.1558668283826631,0.25,0.40337378906248056,1.0,0.03863146685024849,0.9891304341347321,0.9393822939499564,0.4782608734524768,1.5955962655336962,0.6532389712722405,0.22055042243522147,1.3503439944723379,0.9740672804739164,0.9740672804739164,0.00039802907343508434,0.31151680097631784,2.1239191513994466
3,0.49064309863404004,0.48549133233127184,0.0,0.10213396985731694,0.01993232382380444,0.0,0.0,0.00026056313040696654,0.0003759962374992345,0.0,1.390585156886474,0.39982172004554584,0.0,0.022714129532414137,0.5678532383103534,0.1,0.0,0.0,1.0,0.5091155306289781,0.014243895627108302,0.014432264526562188,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1856.3369565217392,2378.2391304347825,26.14975823526797,1280.450359178626,0.9081637885917545,1,0.0003,3.0,0.8211147603781327,0.7606671209568563,1.5250468267046886,0.7584650309189506,0.03271016907756743,0.0014700217010534327,0.00026056313040696654,0.3658261341245278,3.6827789570974265,4.2783668989491686,0.7850964558075338,4.9132041215896605,0.6130599707365036,4.286518593629201,4.077623605728149,0.7767405743400256,418.4782608695652,0.6330051759014959,0.3499260680830997,10.96196028460627,0.5170833604491275,11.045296928156978,2.2245104636835014,1.0003576175026272,0.5023839923998584,1.0,0.19461034900893498,0.9999999993521235,0.1528424450965679,0.5,0.4381542563762354,1.0,0.04030935736415378,0.9999999993521235,0.9651065196679987,0.4782608734524768,1.6973151681215868,0.7684943089666574,0.3171311382042325,1.3533011286155037,0.9762003862339518,0.9762003862339518,0.0003759962374992345,0.33198136123626126,1.7877124897811725
4,0.5373512975626078,0.5304259863835835,0.0,0.16437649535035473,0.024288744382236317,0.0,0.0,0.0004378216380364788,0.00012799603206550947,0.0,1.0984784474839335,0.4104932922384013,0.0,0.025257401479102506,0.6314350369775626,0.1,0.0,0.0,1.0,0.6097640245015115,0.021517504181979924,0.021691594511246644,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1825.5869565217392,2295.282608695652,26.476888324903406,1027.4775470236073,1.6559534943561354,4,0.0003,3.0,0.635747708056284,0.7893474999329319,1.366283013768818,0.6611651431607164,0.03308352288466109,0.002335258152173913,0.0004378216380364788,0.326309719082454,3.110613571560901,3.5733401716480917,0.8405452282910845,4.085734156767527,0.629423048098882,3.461095929145813,3.2528832872708637,0.8627452502648035,418.4782608695652,0.6239980083444844,0.3766326687258223,10.96011904011602,0.5341102714123933,11.05114860120027,2.0405213236808777,1.0005209070184957,0.5034726537440134,1.0,0.2111232674063143,0.9999999993521235,0.11866295087637137,0.75,0.3717910429543775,1.0,0.04224490359600801,0.9999999993521235,0.9626836737860804,0.4782608734524768,1.4917609678662342,0.79720906816099,0.4800123458971148,1.3595323873602825,0.980695300128149,0.980695300128149,0.00012799603206550947,0.33175316388192383,1.3979867619016897
5,0.519315602647586,0.5104293921091163,0.0,0.20406337605242658,0.021374044211014458,0.0,0.0,0.0006132286827145751,0.00021338784869800767,0.0,1.2605417552201643,0.4145088422557582,0.0,0.02974795843955114,0.7436989609887785,0.1,0.0,0.0,1.0,0.586794751335179,0.01837613492462155,0.01851377892121935,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1825.6739130434783,2294.945652173913,26.842146852742072,1195.7646019977071,1.0236654102842768,4,0.0003,3.0,0.7413459909350976,0.8078506038240765,1.6029416426368381,0.6643423774968022,0.034568665366943765,0.00341796875,0.0006132286827145751,0.3186193915974835,3.4431403097899063,3.879637190122058,0.7739942982612683,4.499059104919434,0.6355802247921626,3.9522393981615704,3.769966189066569,0.7656809389591217,418.4782608695652,0.6219842275199683,0.3847512463512628,10.972740059313567,0.5438073073392329,11.058865785598755,2.063203863475634,1.0005981105825175,0.5039873544288718,1.0,0.1950771126784789,0.9999999993521235,0.14196103957036268,1.0,0.3663739704567453,1.0,0.037764225962772374,0.9999999993521235,0.9614063501358032,0.4782608734524768,1.5852202125217603,0.8129202389846677,0.7170050681933112,1.3587174104607624,0.9801074246997419,0.9801074246997419,0.00021338784869800767,0.3303984436004058,1.271035020766051
6,0.5205182806264771,0.5117796674311768,0.0,0.21046601763784722,0.019061519399933193,0.0,0.0,0.000434009086387485,0.0002491087246238274,0.0,1.0512510220641675,0.4077358751193337,0.0,0.0297943177032729,0.7448579425818225,0.1,0.0,0.0,1.0,0.5783906286474522,0.017662008704103605,0.017806983777438903,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1829.1739130434783,2285.586956521739,26.549801453300145,1105.4422249172044,0.6835580403440753,4,0.0003,3.0,0.560166764518489,0.8871912159349608,1.459670074608015,0.6531258413325185,0.030882760386347123,0.0022529286494397597,0.000434009086387485,0.28027236858463805,3.025076695110487,3.453803174286932,0.9369068318640252,4.091111326217652,0.6251950085163116,3.386325414975484,3.151396850744883,0.9632003943125407,418.4782608695652,0.6332339113173278,0.40868286658888275,10.957066297531128,0.5500862501237703,11.044067113295846,2.0361535704654194,1.0006036965743355,0.5040245101503704,1.0,0.20261264007801758,0.9999999993521235,0.1154746447649339,1.0,0.40650764706989995,1.0,0.04159290695726949,0.9999999993521235,0.9541525387245676,0.4782608734524768,1.3828646722047224,0.8869458216687908,0.9904489581999572,1.3557963293531667,0.9780003059169521,0.9780003059169521,0.0002491087246238274,0.34359440758176474,0.8582129698732625
7,0.4986760994513094,0.49038773685116094,0.0,0.19972188655368012,0.014153364559878473,0.0,0.0,0.0003613501555620409,2.2692565360794898e-05,0.0,1.1922271847724915,0.4134714784829513,0.0,0.029729988197321672,0.7432497049330418,0.1,0.0,0.0,1.0,0.5331865667047011,0.015805325226805146,0.015946008925520873,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1838.7173913043478,2298.4565217391305,27.012513699738875,1180.8941643756368,0.4916006350616479,4,0.0003,3.0,0.6555881953757742,0.9283651965467826,1.5884164649507273,0.6406194360359855,0.031671451688136745,0.0015735808233528035,0.0003613501555620409,0.2640506179760332,3.322215655575628,3.667888907084268,0.910452880459351,4.3677679618199665,0.6339896003405253,3.732147471110026,3.52027405500412,0.8954901039600373,418.4782608695652,0.6211358827093373,0.4537362333225167,10.985248057738595,0.5882477251731831,11.056739506514177,2.0707733579303906,1.0006340534790703,0.5042269142425578,1.0,0.19120279043082797,0.9999999993521235,0.13304275057643003,1.0,0.38487563168872957,1.0,0.03733920808643199,0.9999999993521235,0.955055758357048,0.4782608734524768,1.5809382796287537,0.924075392925221,1.2677551627806996,1.3622709292432535,0.982670735405839,0.982670735405839,2.2692565360794898e-05,0.3279872533419858,0.9906512239704961
8,0.4913274187824952,0.48341957237963745,0.0,0.19610782479361186,0.012775206695432249,0.0,0.0,0.0001837477773179948,6.519303576129934e-06,0.0,0.9848899808914765,0.4005403512197992,0.0,0.029906757787852872,0.7476689446963218,0.1,0.0,0.0,1.0,0.4628522340059831,0.013259057134520472,0.013380234306386461,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1841.5326086956522,2325.086956521739,26.195436995962393,1047.832743105681,0.4802955322261171,4,0.00015,3.0,0.5350718822168268,0.9995976265357889,1.399919691293136,0.6296625059583912,0.030393284887237394,0.0008730033777006295,0.0001837477773179948,0.24451117375460657,2.89396451867145,3.228192564535394,1.038411429929533,3.949917741616567,0.6141618718703588,3.1281311750411986,2.854202389717102,1.0543262471755346,418.4782608695652,0.6263779116713483,0.5024734576759131,10.957747749660326,0.6346060691968255,11.04619344421055,2.0638963968857476,1.0006885405467905,0.504590210383353,1.0,0.1888142615916086,0.9999999993521235,0.10838713618400304,1.0,0.41388256750676944,1.0,0.03748411728716035,0.9999999993521235,0.9558713922034139,0.4782608734524768,1.465325837549956,1.0037078724607178,1.5690176337957382,1.365497607251872,0.9849983039109603,0.9849983039109603,6.519303576129934e-06,0.319797130058641,0.8164135075133779
9,0.4892776598521184,0.4811974665100696,0.0,0.19336894721440648,0.012806719411974367,0.0,0.0,0.00018242621967067902,3.955033658396291e-05,0.0,1.1571175767027813,0.39690684170826623,0.0,0.030333802902832854,0.7583450725708213,0.1,0.09808559563458384,0.9808559563458383,1.0,0.5474311455100856,0.016691976544663343,0.016869180929732323,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1843.1847826086957,2323.032608695652,26.338482276253078,1161.6058150581691,0.4887479096651077,4,0.00015,3.0,0.6215345885442651,0.9742533379922742,1.5506899654865265,0.6450337152118268,0.03137899914999371,0.0007642663043478261,0.00018242621967067902,0.24316065855648206,3.263701301553975,3.577733456857086,0.9546196847367325,4.386444822947184,0.6085904906193416,3.643328575293223,3.395623242855072,0.93418574432532,418.4782608695652,0.609234855874725,0.5212364540151928,10.967952085577924,0.6755172700985618,11.047307087027509,2.1102750068125515,1.000657494949258,0.5043832096068755,1.0,0.1849757203751284,0.9999999993521235,0.13312655835128998,1.0,0.381748138886431,1.0,0.03473797936265763,0.9999999993521235,0.9567782522543616,0.4782608734524768,1.589373284060022,0.9818781614303589,1.65547436054634,1.363070599410845,0.9832475820313329,0.9832475820313329,3.955033658396291e-05,0.3217703865274139,0.9474422627169153
10,0.4719111615306009,0.4644211443494145,0.0,0.1831052995023682,0.011708169527675795,0.0,0.0,7.077285108212179e-05,3.088650523948119e-05,0.0,0.954027854230093,0.3859984894161639,0.0,0.030348320716134313,0.7587080179033578,0.08618816899121975,0.19731187155400357,0.9865593577700178,0.04107142761484661,0.4947812756647329,0.014576618986343283,0.01470544328500974,45913,7413,38500,11120,0,0.1614575392590334,44478,88956,1833.9673913043478,2299.8260869565215,26.314063383185346,1051.9589220129926,0.48780249057175673,4,0.00015,3.0,0.4915913524835006,1.0455571299661761,1.3911228581615116,0.6305814058236454,0.027885129513299984,0.0003210332690049773,7.077285108212179e-05,0.22775032027098147,2.8264839441879936,3.1090296069043935,1.0903159058234158,4.001443374156952,0.591864350438118,3.0375306447347006,2.7162265181541443,1.1196611990531287,418.4782608695652,0.621082208726717,0.5801285038823667,10.968150221783182,0.7095837696738865,11.053135446880175,2.0346554543661033,1.0006316874338232,0.5042111118850501,1.0,0.1760832500067013,0.9999999993521235,0.10666376874660669,1.0,0.41934700310230255,1.0,0.033777216056428784,0.9999999993521235,0.9572463437266971,0.4782608734524768,1.3818709630033243,1.0473713638341946,1.8363647771918254,1.3653245594190515,0.9848734717006269,0.9848734717006269,3.088650523948119e-05,0.3144350981582766,0.7808768334596053
