epoch,train_loss,train_base_loss,train_ranking_loss,train_prototype_loss,train_normal_align_loss,train_normal_bucket_adv_loss,train_aux_loss,train_context_regularization_loss,train_adapter_regularization_loss,train_pseudo_contrastive_loss,train_embedding_diffusion_loss,train_embedding_diffusion_score_loss,train_embedding_diffusion_view_loss,prototype_loss_weight_effective,prototype_trust_score,context_residual_budget_weight_effective,context_residual_budget_release_progress,context_residual_budget_prototype_readiness,context_residual_budget_guard_strength,val_auc,val_pr_auc,val_ap,train_targets,train_pos,train_neg,train_hard_neg,train_bg_neg,train_pos_rate,hard_negative_pool_size,hard_negative_candidate_count,avg_subgraph_nodes,avg_subgraph_edges,emb_norm,dirichlet,grad_norm,best_epoch,lr,loss_pos_weight,context_delta_norm,context_drift_abs_mean,context_emb_norm,context_gate_mean,context_logit_abs_mean,context_residual_clip_fraction,context_residual_penalty,context_stability_gate_mean,diffusion_reconstruction_score,diffusion_score_calibration_mean,diffusion_score_calibration_std,diffusion_score_fraud_mean,diffusion_score_loss,diffusion_score_mean,diffusion_score_normal_mean,diffusion_score_std,diffusion_selected_count,diffusion_sigma_mean,prototype_active_epoch,prototype_classification_loss,prototype_classification_ratio,prototype_consistency_loss,prototype_loss_ramp,prototype_margin,prototype_memory_initialized_ratio,prototype_separation_loss,prototype_target_available_ratio,prototype_temporal_stability,target_time_position_mean,time_emb_norm,time_expert_context_drift,time_expert_delta_norm,time_expert_entropy,time_expert_entropy_gate,time_expert_entropy_norm,time_expert_entropy_penalty,time_expert_max_weight,time_expert_time_emb_norm,pseudo_contrastive_anomaly_count,pseudo_contrastive_bucket_count,pseudo_contrastive_normal_count,pseudo_contrastive_selected_ratio
11,0.19753387197852135,0.18989693858858311,0.0,0.13502413057016605,0.003298033367503773,0.0,0.0,0.00037433194269066337,0.025246685416746142,0.11862320791591298,1.2709521922198208,0.4316590030988057,0.0,0.024317281956357874,0.8105760652119292,0.1,0.19316871992146206,0.9658435996073103,1.0,0.5820166357116832,0.15681618629154936,0.05784208029520789,16084,4021,12063,10704,0,0.25,23262,27652,6299.575757575758,7050.212121212121,37.07436867916223,140620.31996848367,3.704511703866901,2,7.5e-05,3.0,1.2096334677754026,1.1675266894427212,1.7871880892551306,0.27255621326692175,0.04103518401583036,0.0007694128787878788,0.00037433194269066337,0.49432602524757385,3.8662123535618638,4.774676317662019,2.0966710956370553,7.877858812158758,0.4316590030988057,4.914833690180923,3.9271587241779673,1.9678524082357234,365.54545454545456,0.6177035777857809,1.0,0.12453260227586284,0.9999999963875973,0.1885079082214471,1.0,0.6350768045945601,1.0,0.021322683480596454,0.9999999963875973,0.9933894601735201,0.4848484992980957,1.1202992525967685,1.1469101689078591,0.5401335060596466,1.3299709558486938,0.9593712488810221,0.9593712488810221,0.025246685416746142,0.32657456849560595,1.1070378856225447,21.2,2.6,23.0,0.2302083432674408
12,0.14494304325092922,0.13886540902383399,0.0,0.10490052435885776,0.002900401751200358,0.0,0.0,0.00043602539473354364,0.0193214834966277,0.09030815146186134,1.0340872425021548,0.4213804747119094,0.0,0.02444589785690948,0.8148632618969827,0.1,0.28931791002847207,0.9643930334282402,1.0,0.6313523019116688,0.15532813937031947,0.06636505860943129,16084,4021,12063,10704,0,0.25,23262,27652,6325.181818181818,7081.181818181818,33.718285820700906,78546.99965598366,1.8400229089187854,2,7.5e-05,3.0,1.0548988544579707,1.1735908334905452,1.5773803682038279,0.2791941969683676,0.0418179871683771,0.0012428977272727273,0.00043602539473354364,0.4964524164344325,3.3652629635550757,4.3713387140695605,2.4849142098963766,8.257909514687277,0.4213804747119094,4.152544158877748,2.784089131788774,2.6529397892229483,365.54545454545456,0.6400829860658357,1.0,0.09763671491633762,0.9999999963875973,0.12906223400072617,1.0,0.7337692416075504,1.0,0.016213951667657857,0.9999999963875973,0.993996672558062,0.4848484992980957,0.8925421436627706,1.1431691195025588,0.7826750892581362,1.3316675605195942,0.9605950821529735,0.9605950821529735,0.0193214834966277,0.33610622359044623,0.9415392622803197,22.2,2.6,23.0,0.23541667461395263
13,0.1841230227640181,0.1771114793690768,0.0,0.12464255128394473,0.0027834050583116937,0.0,0.0,0.00015766141917662355,0.01433279171407886,0.13258992000059647,1.250710205598311,0.430442037004413,0.0,0.025169157125100948,0.8389719041700316,0.07317276705444221,0.3832461849365398,0.9581154623413494,0.03261679802278067,0.6428545894028126,0.15604204569558563,0.06882361256750147,16084,4021,12063,10704,0,0.25,23262,27652,6330.30303030303,7081.787878787879,33.99047920920632,82679.74454752605,2.811831219629808,2,7.5e-05,3.0,1.2057867519783252,1.1541045326175112,1.7916656010078662,0.26002555588881177,0.038464992166017044,0.0005308493590829047,0.00015766141917662355,0.4867008671616063,3.85000035979531,4.586395936254129,2.100171701874258,7.689574920769894,0.430442037004413,4.77712986686013,3.806314872972893,1.9262427452838782,365.54545454545456,0.6048112692254962,1.0,0.11453642865473573,0.9999999963875973,0.18303059673670566,1.0,0.660864486838832,1.0,0.01909186860377138,0.9999999963875973,0.9945462111270789,0.4848484992980957,1.1144336660703023,1.122483658068108,0.905596982349049,1.3390437653570464,0.9659158750013872,0.9659158750013872,0.01433279171407886,0.3294540454040874,1.2515794977997288,23.0,2.6,23.0,0.2395833432674408
14,0.13239805953520717,0.1272350564373262,0.0,0.09647937547979933,0.00215944918719205,0.0,0.0,0.00012792310382902735,0.009850560293257744,0.074723583279234,0.971031235926079,0.4177864275195382,0.0,0.025060958337345163,0.8353652779115055,0.06709386328624511,0.4700876673393555,0.940175334678711,0.0,0.5730055242325413,0.15651291809958665,0.0565989791571087,16084,4021,12063,10704,0,0.25,23262,27652,6321.242424242424,7076.636363636364,33.57704405351119,70317.72231963187,1.6036275760693983,2,3.75e-05,3.0,1.0261630795218728,1.2242538838675527,1.5792901226968477,0.2566064338792454,0.037680127516840446,0.0004172100064655145,0.00012792310382902735,0.480262172944618,3.1751695257244688,4.175260875278599,2.5311705753377267,8.101343053759951,0.4177864275195382,3.9135029315948486,2.517556334986831,2.6772110534436777,365.54545454545456,0.6230543797666376,1.0,0.08952814504278428,0.9999999963875973,0.12430137497457591,1.0,0.7615254431059866,1.0,0.01472323631980654,0.9999999963875973,0.9942758841948076,0.4848484992980957,0.8949374285611239,1.1784792397961472,1.2073365540215464,1.3487453280073223,0.9729140942746942,0.9729140942746942,0.009850560293257744,0.32374367569432116,1.0093491221919204,23.0,2.6,23.0,0.2395833432674408
15,0.18239357232144385,0.17554577688376108,0.0,0.12072931602597237,0.0032038182923288055,0.0,0.0,0.00015640021548747563,0.012316663361520059,0.12811078627904257,1.253472458232533,0.4284290644255551,0.0,0.02562030466244721,0.8540101554149071,0.1,0.5615286014525489,0.9358810024209149,1.0,0.5809996251471338,0.15762064221944935,0.05772760841924531,16084,4021,12063,10704,0,0.25,23262,27652,6283.363636363636,7024.454545454545,35.5718392458829,103865.71076364229,4.215346318302733,2,3.75e-05,3.0,1.200136209979202,1.1724524696667988,1.77685572161819,0.26082133208260394,0.03755369359119372,0.0002959280303030303,0.00015640021548747563,0.4814336697260539,3.826137506600582,4.527054179187464,2.0947583280950033,7.9097455776099,0.4284290644255551,4.829841816064083,3.803207339662494,2.0328316074429136,365.54545454545456,0.6087074785521536,1.0,0.11064907118226543,0.9999999963875973,0.1831916602271976,1.0,0.662998454137282,1.0,0.01841324576966916,0.9999999963875973,0.994270485458952,0.4848484992980957,1.1295210935852744,1.1283433112231167,1.2730347875392798,1.3411594557039666,0.9674420302564447,0.9674420302564447,0.012316663361520059,0.3313446586782282,1.397212342782454,23.0,2.6,23.0,0.2395833432674408
16,0.12831401452422142,0.1231528167245966,0.0,0.09171044803930051,0.0023909807205200195,0.0,0.0,0.00011702818411515292,0.010195965996403671,0.08097727551604762,0.9759468219496987,0.41479494354941626,0.0,0.02529301915138444,0.8431006383794813,0.1,0.6532145616170539,0.9331636594529342,1.0,0.6244047998940072,0.15920075824104052,0.06481635820730748,16084,4021,12063,10704,0,0.25,23262,27652,6361.909090909091,7123.030303030303,34.38982697689172,83517.4570571437,1.8957854130051353,2,3.75e-05,3.0,1.0396263834201929,1.2444579149737502,1.5809822299263694,0.2728305851871317,0.038096733899279075,0.00023965318828369632,0.00011702818411515292,0.4799247691125581,3.1952531987970527,4.251928172690816,2.6432076516655374,8.408128463860715,0.41479494354941626,4.018058523987278,2.554701945998452,2.7924714449680215,365.54545454545456,0.6293846910650079,1.0,0.08482851494442332,0.9999999963875973,0.12363084891077245,1.0,0.7668882807095846,1.0,0.014007827746822979,0.9999999963875973,0.9940004330692869,0.4848484992980957,0.8936874451059283,1.1841185544476365,1.5906486908594768,1.3468077327265884,0.9715164195407521,0.9715164195407521,0.010195965996403671,0.3261129711613511,1.1352430455612414,23.0,2.6,23.0,0.2395833432674408
17,0.1547358992199103,0.1481411624135393,0.0,0.11310430480675264,0.0020855918075099135,0.0,0.0,0.00013003131034290135,0.015674999482474628,0.11392918319413156,1.2235445867885242,0.42135190963745117,0.0,0.025783729224500458,0.859457640816682,0.048203624834713646,0.739948216646948,0.924935270808685,0.022626679503556513,0.5714725860566044,0.18479994724605364,0.05606298002558464,16084,4021,12063,10704,0,0.25,23262,27652,6329.333333333333,7083.090909090909,36.64913628318093,115346.4844082919,3.148188332716624,2,3.75e-05,3.0,1.2279187260252056,1.253472084348852,1.7954869234200679,0.2593601517605059,0.039175970762064964,0.0002959280303030303,0.00013003131034290135,0.48225425228928076,3.7993664669268057,4.556613250795562,2.244547831403721,7.97288669239391,0.42135190963745117,4.758598370985552,3.6871689666401255,2.0844473947178233,365.54545454545456,0.6162191810029926,1.0,0.10340489401961818,0.9999999963875973,0.17695390071832773,1.0,0.6882006038318981,1.0,0.017034307736056773,0.9999999963875973,0.9946549877975926,0.4848484992980957,1.1275518175327417,1.1936099095778032,1.6338357130686443,1.33012132211165,0.9594797058538957,0.9594797058538957,0.015674999482474628,0.34332303747986304,1.5552155610286829,22.2,2.6,23.0,0.23541667461395263
18,0.12253222106532617,0.117333573712544,0.0,0.08779431941608588,0.0022622491374160304,0.0,0.0,0.00021530445784182203,0.011327464118949138,0.08846216761704648,0.9664785753596913,0.4117054388378606,0.0,0.025455237048954676,0.8485079016318225,0.1,0.8392450590034704,0.932494510003856,1.0,0.6197514539686335,0.15840105138198643,0.06398924260829596,16084,4021,12063,10704,0,0.25,23262,27652,6344.636363636364,7110.121212121212,33.54962140863592,65370.41534238873,2.2270118205836327,2,1.875e-05,3.0,1.0865904472090981,1.2596355514092878,1.6041933876095396,0.27663390880281274,0.04232177646322684,0.0003551136363636364,0.00021530445784182203,0.48790475635817554,3.1698940017006616,4.201352680238239,2.6245779649899976,8.390356685176041,0.4117054388378606,3.9769480156176016,2.5058117852066504,2.786952336629232,365.54545454545456,0.6130700472629431,1.0,0.08103905702856454,0.9999999963875973,0.12171337392294046,1.0,0.7784279332016454,1.0,0.013391879168480184,0.9999999963875973,0.994617881196918,0.4848484992980957,0.8979426098592354,1.180677511475303,1.8933418194452922,1.339507489493399,0.9662503762678667,0.9662503762678667,0.011327464118949138,0.3396879922259938,1.353997725428957,22.4,2.6,23.0,0.2364583432674408
19,0.16209884145946213,0.1554517983035608,0.0,0.1129182174124501,0.002330144246419271,0.0,0.0,0.00020285099283986105,0.014638719926799902,0.12281286897081317,1.198313998453545,0.4209757230498574,0.0,0.02595592302355544,0.8651974341185147,0.1,0.9304798555478205,0.9304798555478205,1.0,0.5086999795608244,0.18738151067129952,0.049142092649350946,16084,4021,12063,10704,0,0.25,23262,27652,6307.151515151515,7073.151515151515,35.32015846714829,94180.34461558949,4.284741464889411,2,1.875e-05,3.0,1.2464072704315186,1.2616657217343648,1.7902727813431711,0.2605764423355912,0.04111806393572778,0.0005918560606060606,0.00020285099283986105,0.4862115807605512,3.741730148142034,4.465859256993809,2.2397660285300782,7.855813922304096,0.4209757230498574,4.668454141327829,3.6060008641445274,2.0667280067097056,365.54545454545456,0.6220019911274766,1.0,0.10324544606335236,0.9999999963875973,0.17620091659553122,1.0,0.7027540911327709,1.0,0.0172545013413059,0.9999999963875973,0.9946774262370486,0.4848484992980957,1.1263827609293389,1.187523274710684,1.9383475383122761,1.329070969061418,0.9587220387025313,0.9587220387025313,0.014638719926799902,0.3546561734242873,1.702398798682473,21.0,2.6,23.0,0.22916667461395263
20,0.11999741546583897,0.11499613433173209,0.0,0.08762939364621133,0.002218963521899599,0.0,0.0,0.00014433550809785217,0.01049401491604151,0.0723737586628307,0.9744011958440145,0.41065307638861914,0.0,0.025589678924095322,0.8529892974698441,0.1,0.9300537868226436,0.9300537868226436,1.0,0.6124054688124838,0.157948453877239,0.06263432686805805,16084,4021,12063,10704,0,0.25,23262,27652,6274.121212121212,7030.727272727273,34.38676209883256,76736.79373076468,2.3866720560825234,2,1.875e-05,3.0,1.082511802514394,1.2722019264192292,1.5987566348278162,0.28517078405076807,0.04180537830248023,0.0005976775886886047,0.00014433550809785217,0.4874139292673631,3.1905981049393164,4.213702883112335,2.6497843589142596,8.489328456647469,0.41065307638861914,3.9988785006783227,2.5020618944457085,2.8274087327899355,365.54545454545456,0.6176738991881862,1.0,0.08093715978391243,0.9999999963875973,0.12060021981596947,1.0,0.7788366476694742,1.0,0.01324445851655169,0.9999999963875973,0.9945729013645288,0.4848484992980957,0.8866938117778662,1.1886936263604597,2.0297754388867,1.3447482441410874,0.9700307990565444,0.9700307990565444,0.01049401491604151,0.3370159719929551,1.4306943362409419,22.8,2.6,23.0,0.23854167461395265
21,0.15701124162384958,0.15065780033667883,0.0,0.10962075875564055,0.001973237052108302,0.0,0.0,0.00016396778510446012,0.010406719628063553,0.12626405556996664,1.1819460464246345,0.4225058980060346,0.0,0.026007444384855367,0.8669148128285122,0.1,0.9239945760090976,0.9239945760090976,1.0,0.48771942828474923,0.18651274064530532,0.04722406997564936,16084,4021,12063,10704,0,0.25,23262,27652,6296.454545454545,7056.363636363636,33.96131856513746,77886.390661991,2.8544492595123523,2,1.875e-05,3.0,1.2585883357308127,1.2353229107278767,1.80010648207231,0.26014664724017633,0.041724575288367996,0.00041429924242424244,0.00016396778510446012,0.4869150699991168,3.6899926806941177,4.40275192955191,2.1980115451208095,7.717855395692768,0.4225058980060346,4.611223206375584,3.575679179393884,2.02409983403755,365.54545454545456,0.6067931128270698,1.0,0.10003792652578065,0.9999999963875973,0.17516763147079584,1.0,0.7114777763684591,1.0,0.016488997293918423,0.9999999963875973,0.9952339078440811,0.4848484992980957,1.120608728943449,1.1589295304182805,1.9821879899863042,1.33826938903693,0.9653572963945793,0.9653572963945793,0.010406719628063553,0.34133971730868023,1.7426507328495835,20.8,2.6,23.0,0.22812500596046448
