epoch,train_loss,train_base_loss,train_ranking_loss,train_prototype_loss,train_normal_align_loss,train_normal_bucket_adv_loss,train_aux_loss,train_context_regularization_loss,train_adapter_regularization_loss,train_pseudo_contrastive_loss,train_embedding_diffusion_loss,train_embedding_diffusion_score_loss,train_embedding_diffusion_view_loss,prototype_loss_weight_effective,prototype_trust_score,context_residual_budget_weight_effective,context_residual_budget_release_progress,context_residual_budget_prototype_readiness,context_residual_budget_guard_strength,val_auc,val_pr_auc,val_ap,train_targets,train_pos,train_neg,train_hard_neg,train_bg_neg,train_pos_rate,hard_negative_pool_size,hard_negative_candidate_count,avg_subgraph_nodes,avg_subgraph_edges,emb_norm,dirichlet,grad_norm,best_epoch,lr,loss_pos_weight,context_delta_norm,context_drift_abs_mean,context_emb_norm,context_gate_mean,context_logit_abs_mean,context_residual_clip_fraction,context_residual_penalty,context_stability_gate_mean,diffusion_reconstruction_score,diffusion_score_calibration_mean,diffusion_score_calibration_std,diffusion_score_fraud_mean,diffusion_score_loss,diffusion_score_mean,diffusion_score_normal_mean,diffusion_score_std,diffusion_selected_count,diffusion_sigma_mean,diffusion_view_count,diffusion_view_loss,diffusion_view_neg_sim,diffusion_view_pos_sim,internal_risk_delta_norm,internal_risk_direction_gap_norm,internal_risk_gate_mean,internal_risk_hop_gap_norm,internal_risk_short_long_gap_norm,message_risk_scale_mean,message_risk_score_mean,prototype_active_epoch,prototype_classification_loss,prototype_classification_ratio,prototype_consistency_loss,prototype_loss_ramp,prototype_margin,prototype_memory_initialized_ratio,prototype_separation_loss,prototype_target_available_ratio,prototype_temporal_stability,target_time_position_mean,time_emb_norm,time_expert_context_drift,time_expert_delta_norm,time_expert_entropy,time_expert_entropy_gate,time_expert_entropy_norm,time_expert_entropy_penalty,time_expert_max_weight,time_expert_time_emb_norm,pseudo_contrastive_anomaly_count,pseudo_contrastive_bucket_count,pseudo_contrastive_normal_count,pseudo_contrastive_selected_ratio
11,0.8027332465527421,0.7926016510543177,0.0,0.31678875573610854,0.006778197773432327,0.0,0.0,0.00021969927788092518,0.0010498354056804693,0.08482696141226817,1.1876780158382352,0.6297131605067495,3.861318341756271,0.023154361831872475,0.5788590457968119,0.1,0.2900944825434755,0.9669816084782515,1.0,0.7826723113932973,0.042154537751111644,0.042270584858645176,29652,7413,22239,11118,0,0.25,44478,88956,2552.2542372881358,3195.135593220339,20.480140815346928,869.3511249089645,0.8396286641137075,7,0.00015,3.0,0.7933527140294091,0.4313589440563978,1.1175086700310142,0.7167198435734894,0.04861441254615784,0.00026483050847457627,0.00021969927788092518,0.4379636109885523,3.3287952875686906,4.276059746499442,0.8955363556527088,5.029255196199578,0.6297131605067495,4.382173659437794,4.166479830014503,0.8930742094072245,502.5762711864407,0.6094267499648919,502.5762711864407,3.861318341756271,0.25902781597638536,0.8883596709219076,0.6179476370245723,11.28518461776992,0.9348708290164753,11.313689894595388,2.5773257562669656,0.9980496067111775,0.48699755840382336,1.0,0.30722893092591885,0.9999999989897518,0.14714346876588918,1.0,0.0992848062414234,1.0,0.04405298601772826,0.9999999989897518,0.9980388172602249,0.1581920951099719,1.449868479017484,0.4380598022776135,0.5103145948911118,1.3522490505444802,0.9754414891792555,0.9754414891792555,0.0010498354056804693,0.33290377764378565,1.193713230601812,23.0,1.3333333333333333,23.0,0.2395833432674408
12,0.7706423139168044,0.7616991612870815,0.0,0.30626746911113545,0.0050154621318235235,0.0,0.0,0.00045768042690400826,0.00011192621173380512,0.04677146420640461,1.0178118186481928,0.6041728035878327,4.201572284860126,0.022925886592353135,0.5731471648088283,0.1,0.38630671634398106,0.9657667908599525,1.0,0.7798171353606516,0.04070341303576177,0.040811869340928925,29652,7413,22239,11118,0,0.25,44478,88956,2585.7966101694915,3256.8813559322034,20.108116149902344,822.407416909428,0.8487058948662322,7,0.00015,3.0,0.7223617717371149,0.4395514878176026,1.005683873669576,0.7589029346482229,0.051883980379266254,0.00043034957627118643,0.00045768042690400826,0.4362270367347588,2.9712373685028592,4.191327042039623,0.8397681642066265,4.8201450089276845,0.6041728035878327,4.138463472915908,3.9112363386962374,0.829547032461328,502.5762711864407,0.623568156007993,502.5762711864407,4.201572284860126,0.31748751816103016,0.8956564563815876,0.6497439711780871,11.284339193570412,0.9489263882071285,11.313688165050442,2.6571415561740683,0.9980654615466877,0.487103138939809,1.0,0.2987411193928476,0.9999999989897518,0.10901079693083036,1.0,0.10456249300958746,1.0,0.041516209242202465,0.9999999989897518,0.9977697517912266,0.1581920951099719,1.3467186244867615,0.4359588663456804,0.6307337107294697,1.349124690233651,0.9731877335047318,0.9731877335047318,0.00011192621173380512,0.3300351172180499,1.0831716828427072,23.0,1.3333333333333333,23.0,0.2395833432674408
13,0.7772177902318663,0.7670187647059813,0.0,0.3135660568536338,0.004513145503351244,0.0,0.0,0.00015782050067466148,0.0004040216158886077,0.0973858510033559,1.1736577951301963,0.6160242224143724,3.8326776350958873,0.02331271004741496,0.582817751185374,0.1,0.4834702138618594,0.9669404277237188,1.0,0.7773927499734766,0.04058323682436414,0.04070567263481255,29652,7413,22239,11118,0,0.25,44478,88956,2574.7457627118642,3235.4745762711864,20.888839139776714,911.6526096150027,0.9874608860177508,7,0.00015,3.0,0.8053835943593817,0.4551992360818184,1.0984004917791335,0.7305250491126108,0.048237905727099566,0.00023172669491525424,0.00015782050067466148,0.42639083427897956,3.2672441126936573,4.674812505820828,0.9209355391677918,5.502959307977709,0.6160242224143724,4.7808576357566706,4.540157253459348,0.9275764024863808,502.5762711864407,0.6072790370149127,502.5762711864407,3.8326776350958873,0.24075259470333488,0.871757793224464,0.6495255959236016,11.284224025273728,0.9482117598339662,11.313690298694675,2.6029134039151467,0.998119728039887,0.48746503662254853,1.0,0.30433515219365137,0.9999999989897518,0.14203778565940212,1.0,0.100243332085468,1.0,0.04258030779280905,0.9999999989897518,0.998469931594396,0.1581920951099719,1.4670661970720453,0.4498551705126035,0.7241026355048358,1.343248193546877,0.9689487400701491,0.9689487400701491,0.0004040216158886077,0.3453596102989326,1.2877797848087247,23.0,1.3333333333333333,23.0,0.2395833432674408
14,0.7432388511754698,0.7343510985374451,0.0,0.2998919098053948,0.00419702065193047,0.0,0.0,0.00024852867981111157,0.00045011256126167994,0.051071343785625396,1.0195697778362338,0.5933646802174843,4.144944356659711,0.023112873748439,0.577821843710975,0.1,0.579315156499284,0.9655252608321401,1.0,0.7760091580861015,0.039725177743257914,0.03986055336846753,29652,7413,22239,11118,0,0.25,44478,88956,2554.576271186441,3202.2033898305085,20.41984031159999,865.8869246143406,1.02384466538995,7,0.00015,3.0,0.7307268765013096,0.46280605863716645,0.9843326019028485,0.7365273277638322,0.05119733979641381,0.00023172669491525424,0.00024852867981111157,0.42303579085964266,2.9453107664140603,4.645065240891731,0.8480627607258269,5.355493876893641,0.5933646802174843,4.620367187564656,4.375325194859909,0.8513100864523548,502.5762711864407,0.6130667631908998,502.5762711864407,4.144944356659711,0.2813377357640509,0.8761820611307176,0.6473280827877885,11.285922761690818,0.9473442920183731,11.313689167216673,2.585687924239595,0.9980690115589207,0.4871268848241386,1.0,0.2924791650246766,0.9999999989897518,0.10791144078060733,1.0,0.11412841637255781,1.0,0.04034349394930621,0.9999999989897518,0.998357145463006,0.1581920951099719,1.3640185372304108,0.44939093468552926,0.815661889011577,1.3400443448858745,0.9666376477580959,0.9666376477580959,0.00045011256126167994,0.3550260723647425,1.172106823678744,23.0,1.3333333333333333,23.0,0.2395833432674408
15,0.7666265823073306,0.75639887482433,0.0,0.3108871867090969,0.004194325309688762,0.0,0.0,0.0003887710205486594,0.000599056568886627,0.09748776130757089,1.1771102416313302,0.6117842167110766,3.8033866316585216,0.023553441903351905,0.5888360475837976,0.1,0.6765964693773528,0.9665663848247898,1.0,0.7774048914443016,0.04031873503160336,0.040470014880161734,29652,7413,22239,11118,0,0.25,44478,88956,2556.3728813559323,3199.7796610169494,21.118830761667024,913.1988256422139,1.1849798721782232,7,7.5e-05,3.0,0.8420442463987965,0.46378910491022013,1.087252657292253,0.7406794964256933,0.05133863759495444,0.000653493802173663,0.0003887710205486594,0.4207815007638123,3.2761978981858593,5.105038294009886,0.929781450709813,5.940886699547202,0.6117842167110766,5.191753298549329,4.942042326523086,0.9460469272177098,502.5762711864407,0.6172215019242239,502.5762711864407,3.8033866316585216,0.21927993378396762,0.8517270300347927,0.6356778740882874,11.285337318808345,0.9509214930615183,11.31369091292559,2.581660989987648,0.9980763217150155,0.48717557424205843,1.0,0.30177752648369743,0.9999999989897518,0.14024698342812264,1.0,0.09999107417918868,1.0,0.04194622954069558,0.9999999989897518,0.9984416729312832,0.1581920951099719,1.533747826592397,0.44962274674641883,0.9277836882461936,1.3352843260360976,0.9632040272324772,0.9632040272324772,0.000599056568886627,0.35356474175291547,1.477624447669013,22.555555555555557,1.3333333333333333,23.0,0.23726852734883627
16,0.7155659138146093,0.7067931304543705,0.0,0.29180650387780144,0.004143698740813692,0.0,0.0,0.0003753537075373076,0.00040161546641715086,0.052308420003470725,1.031125494989298,0.5805364806773299,4.08297310037128,0.023335692696409494,0.5833923174102373,0.0460085318034921,0.7713066885215415,0.9641333606519268,0.00588740827252604,0.7701933364795557,0.03863342377780169,0.03873800877816681,29652,7413,22239,11118,0,0.25,44478,88956,2561.4406779661017,3194.0,20.76502327999826,901.7191410387977,1.1860155968342798,7,7.5e-05,3.0,0.771074358689583,0.4591441114070052,0.9616318638041869,0.7305502669285919,0.05584448752766949,0.0004634533898305085,0.0003753537075373076,0.42133463237245206,2.9871245723659707,5.005000572874007,0.8277677003409547,5.6756400900372,0.5805364806773299,4.947321285635738,4.704548415491137,0.7919624286182856,502.5762711864407,0.6220191616123005,502.5762711864407,4.08297310037128,0.2523943468675775,0.8628909173658339,0.647470226732351,11.287381301491948,0.9518474613205862,11.313689991579217,2.568835898981256,0.9981220021086225,0.4874802024687751,1.0,0.28430450417227665,0.9999999989897518,0.11056924156718335,1.0,0.12346144740359258,1.0,0.03947069723222215,0.9999999989897518,0.9979523693100881,0.1581920951099719,1.4159848892082603,0.439907552832264,0.9692182995505252,1.3343083211931133,0.9624999812093832,0.9624999812093832,0.00040161546641715086,0.35862158516706044,1.314710330154936,23.0,1.3333333333333333,23.0,0.2395833432674408
17,0.7439482353501401,0.7336776610148155,0.0,0.30371553564475756,0.003784593889268778,0.0,0.0,0.0005274718532746192,0.0006468702493416998,0.10446053440287961,1.1748308630312903,0.6053736876633208,3.749541092727144,0.023826826572773133,0.5956706643193284,0.1,0.8688452485712387,0.9653836095235985,1.0,0.773970715535185,0.03976795315287324,0.03993874909213408,29652,7413,22239,11118,0,0.25,44478,88956,2572.813559322034,3221.508474576271,21.40477490829209,944.4475873526881,1.3145415237394429,7,7.5e-05,3.0,0.8867368122278634,0.46230046728910024,1.0811236662379766,0.7437718025708603,0.05710502082513551,0.0005296610169491525,0.0005274718532746192,0.42141528503369474,3.2768497426631087,5.285310137205196,0.916525555576408,6.144960225638696,0.6053736876633208,5.3660101890563965,5.106360427403854,0.9493606464337494,502.5762711864407,0.6192969972804442,502.5762711864407,3.749541092727144,0.19602535513498015,0.8415874364012379,0.6476374713041014,11.286066992808196,0.9542471584627183,11.313691672632249,2.626497195938886,0.9981227991944652,0.4874854805105824,1.0,0.2944815911478915,0.9999999989897518,0.1435344911227792,1.0,0.11013207894008038,1.0,0.041144427133061115,0.9999999989897518,0.998303085060443,0.1581920951099719,1.5735237295344724,0.44451250262179615,1.0183608612771762,1.3303082292362796,0.9596145173250619,0.9596145173250619,0.0006468702493416998,0.3579203981464192,1.5891668877359164,23.0,1.3333333333333333,23.0,0.2395833432674408
18,0.6970516998889082,0.6881265397799217,0.0,0.2878801633240813,0.0033598875595351398,0.0,0.0,0.00045790747908078195,0.00027965382641769343,0.06183449242074611,1.0354199459997273,0.573854121111207,4.030651892645884,0.02359717287574581,0.5899293218936452,0.1,0.9642977437235514,0.9642977437235514,1.0,0.7714917395836001,0.03935979130483688,0.039524617440301724,29652,7413,22239,11118,0,0.25,44478,88956,2574.3898305084745,3238.593220338983,20.949194601026633,900.3018881587659,1.2722049385814342,7,7.5e-05,3.0,0.8032850016981868,0.4618599076392287,0.9644761873503863,0.7269237677929765,0.058398051787230926,0.0004102397804795685,0.00045790747908078195,0.4219595259529049,2.9890637276536327,5.16516696950104,0.8414780075445006,5.873814477758892,0.573854121111207,5.110797178947319,4.8564582840871005,0.8066665126105487,502.5762711864407,0.611573949708777,502.5762711864407,4.030651892645884,0.23436793129322891,0.8541575417680255,0.6553437194581759,11.286211579532946,0.9550599476038399,11.31369002390716,2.6024770817514193,0.9980853967747446,0.4872360497207965,1.0,0.28030401316739745,0.9999999989897518,0.11256610854702481,1.0,0.13103183346279598,1.0,0.038956895344338174,0.9999999989897518,0.9984164268283521,0.1581920951099719,1.4440527851298703,0.4398867134320534,1.0494851773068057,1.3347341973902815,0.9628071875895484,0.9628071875895484,0.00027965382641769343,0.3530448836795354,1.49015839120089,22.666666666666668,1.3333333333333333,23.0,0.2378472321563297
19,0.7379538962396525,0.7274771959094678,0.0,0.3013580598063388,0.0031800876229496327,0.0,0.0,0.0006089663519699154,0.0005719792576293635,0.11452782861257003,1.182737237316067,0.6041701577477536,3.7226088127847445,0.02411888320522451,0.6029720801306128,0.1,0.9710072304456876,0.9710072304456876,1.0,0.7709567922688138,0.03855520901695692,0.03868720078981963,29652,7413,22239,11118,0,0.25,44478,88956,2574.3050847457625,3238.576271186441,21.578607041957014,979.0152691340043,1.4547876463098042,7,3.75e-05,3.0,0.9068327192532815,0.4684247925119885,1.0837505045583693,0.7438634219816176,0.056353786739252384,0.0005296610169491525,0.0006089663519699154,0.4173216743994567,3.288080963037782,5.373782762340609,0.9337303303489908,6.236832182286149,0.6041701577477536,5.44272904476877,5.178028139017396,0.9625145722243745,502.5762711864407,0.6161414475764259,502.5762711864407,3.7226088127847445,0.1890282406140182,0.836021891084768,0.6409191711474274,11.284350088087178,0.9530887351197711,11.313691510992536,2.6440112530174904,0.9981211363259008,0.4874744344565828,1.0,0.2921400752107976,0.9999999989897518,0.14377418160438538,1.0,0.11218822400196124,1.0,0.04058551662049051,0.9999999989897518,0.9984876048766961,0.1581920951099719,1.6049057669558768,0.44868786759295703,1.1147267050662284,1.3315010636539784,0.9604749709872876,0.9604749709872876,0.0005719792576293635,0.3551706646458577,1.8259211798845711,22.666666666666668,1.3333333333333333,23.0,0.2378472321563297
20,0.6775343216071694,0.6685205334323948,0.0,0.2848759460247169,0.0032614782705145365,0.0,0.0,0.0003359642105968274,0.00013141542765848592,0.06811880408707312,1.0399351948398654,0.5656936643487316,4.014387288336026,0.023807476020400255,0.5951869005100063,0.1,0.9684297850324951,0.9684297850324951,1.0,0.76940742305578,0.03858682319589261,0.038716687006044,29652,7413,22239,11118,0,0.25,44478,88956,2558.6271186440677,3210.0677966101694,21.16728116698184,906.3137238066075,1.3596964407775363,7,3.75e-05,3.0,0.8123253917289992,0.46595782193086915,0.9674422872268548,0.7202044644598233,0.05665927531860643,0.0002979343220338983,0.0003359642105968274,0.41561868584762185,3.0064957061056363,5.329185419447994,0.8354019431070321,6.082810927245577,0.5656936643487316,5.293244434615313,5.030055716886359,0.8075680662009675,502.5762711864407,0.626168672311104,502.5762711864407,4.014387288336026,0.22686140037189095,0.8449455923953298,0.6395898511854269,11.286202802496442,0.953104504084183,11.313690605810134,2.595326306456226,0.998079044333959,0.48719380770699455,1.0,0.27746325024103713,0.9999999989897518,0.11076820250284874,1.0,0.12958654950735932,1.0,0.03748572153686467,0.9999999989897518,0.9984047503794654,0.1581920951099719,1.4661582930613373,0.442541460869676,1.1067643003948664,1.3423194865048942,0.9682788293240434,0.9682788293240434,0.00013141542765848592,0.34527876164953586,1.6235776957819017,22.333333333333332,1.3333333333333333,23.0,0.236111119389534
21,0.7202514511043743,0.7097719089459564,0.0,0.29885137990369637,0.0025306828951431534,0.0,0.0,0.0006440479946061298,0.0004562206721225343,0.11751985246852292,1.1734313439514676,0.5946631936703698,3.7177113880545405,0.02425780446093753,0.6064451115234382,0.1,0.971274820176399,0.971274820176399,1.0,0.7690208549188551,0.03809543005502489,0.03830260949123249,29652,7413,22239,11118,0,0.25,44478,88956,2572.64406779661,3241.423728813559,21.72806044756356,971.900598558329,1.5809798260866585,7,3.75e-05,3.0,0.9359970779742225,0.4751417298438185,1.0912969930697296,0.7378337201425584,0.05762019582976729,0.0005958686440677966,0.0006440479946061298,0.4156046206668272,3.277627795429553,5.4401307830684456,0.8765208709356366,6.265564377025022,0.5946631936703698,5.486365164740611,5.226632279864813,0.9065540766311904,502.5762711864407,0.6319144570221336,502.5762711864407,3.7177113880545405,0.18436895816002863,0.834538277933153,0.6420854289652937,11.284905029555498,0.9545350610199621,11.313691850435935,2.6564511222354437,0.9981055370831894,0.4873703874773898,1.0,0.28970693127583647,0.9999999989897518,0.14285775640253293,1.0,0.11619273169060886,1.0,0.04003127610658185,0.9999999989897518,0.9987518555026943,0.1581920951099719,1.6352424116457922,0.4533548163155378,1.1600200695506597,1.3334997872174796,0.9619167548114971,0.9619167548114971,0.0004562206721225343,0.3550417468709461,1.9109804711099398,23.0,1.3333333333333333,23.0,0.2395833432674408
22,0.6722218232639765,0.6633643992876602,0.0,0.2828325866642645,0.003455662121207027,0.0,0.0,0.0005593937317302087,0.0001480300118801405,0.05945284033225755,1.0313429236412048,0.5633874949762376,4.018776077335164,0.023928484558983245,0.5982121139745811,0.1,0.9686002864268021,0.9686002864268021,1.0,0.7679157008560574,0.03869040743826783,0.0388670585689947,29652,7413,22239,11118,0,0.25,44478,88956,2578.186440677966,3242.186440677966,21.255445027755478,910.413628012447,1.5044564230967377,7,3.75e-05,3.0,0.8519457457429271,0.4708386457572549,0.9844187801167116,0.7297247052192688,0.059285100170616375,0.0006203899886143409,0.0005593937317302087,0.41640648447861106,2.980598845724332,5.35632120566621,0.824863839705414,6.088055069163694,0.5633874949762376,5.30961462602777,5.050134610321562,0.7900313098551863,502.5762711864407,0.6167013200662904,502.5762711864407,4.018776077335164,0.22572599603968152,0.8429517836894019,0.6429309319641631,11.286126233763614,0.9567016464168743,11.313690767449847,2.6006800401008734,0.998075106386411,0.487167570550563,1.0,0.27544980660333473,0.9999999989897518,0.11035720915612528,1.0,0.13106142249652894,1.0,0.037298383570070995,0.9999999989897518,0.9987139126001778,0.1581920951099719,1.4969996456372536,0.44631529864618336,1.1536914807254985,1.3404184559644279,0.9669075153641782,0.9669075153641782,0.0001480300118801405,0.34400038951534334,1.7176256523293965,21.88888888888889,1.3333333333333333,23.0,0.23379630512661403
23,0.7248085656408536,0.7144073985390744,0.0,0.29793645921400036,0.0027377979230072537,0.0,0.0,0.0007185936934485838,0.0003344825487702264,0.11241385694277489,1.1782023502608476,0.5992355861906278,3.6917216090832725,0.024376588044535602,0.60941470111339,0.1,0.9718844663979156,0.9718844663979156,1.0,0.7696840861680924,0.03823799120472872,0.03844612683108914,29652,7413,22239,11118,0,0.25,44478,88956,2583.5593220338983,3247.7118644067796,21.780139179553014,969.3808862718486,1.637694795252913,7,1.875e-05,3.0,0.9577897079920364,0.4734599671121371,1.0951302799127869,0.7389369637279187,0.0586229719347873,0.00043034957627118643,0.0007185936934485838,0.4164089312997915,3.286053564588902,5.4911094120921256,0.8835975731117665,6.3213150622481,0.5992355861906278,5.546155016301042,5.287768517510366,0.9195980055857513,502.5762711864407,0.6239448321067681,502.5762711864407,3.6917216090832725,0.17685556361230753,0.8300640926522723,0.6411187113341639,11.284417847455558,0.9560589416552399,11.313691931255793,2.591703180539406,0.9980232402429743,0.48682174894769314,1.0,0.28872831140534355,0.9999999989897518,0.1443895977937569,1.0,0.11565500699867637,1.0,0.039773392854100566,0.9999999989897518,0.9990274097959874,0.1581920951099719,1.6673897828085948,0.4520332601110814,1.1743038902848453,1.336248139203605,0.9638992790448464,0.9638992790448464,0.0003344825487702264,0.3505534267021438,1.9642883620019687,23.0,1.3333333333333333,23.0,0.2395833432674408
24,0.6610573984808841,0.6523408212904203,0.0,0.2814687076261488,0.003250678717079809,0.0,0.0,0.0005086662091898842,0.00016392368349242735,0.05543088357327348,1.0397178177106179,0.560443625611774,3.979594974194543,0.024013064873050695,0.6003266218262674,0.032161620113795975,0.9691197126600575,0.9691197126600575,0.0,0.7697485414343032,0.03875357101036496,0.03892590279308289,29652,7413,22239,11118,0,0.25,44478,88956,2578.2203389830506,3247.898305084746,21.340631420329466,913.3055999238612,1.547476655345852,7,1.875e-05,3.0,0.8665625261048139,0.46955253663709606,0.9840176075191821,0.7166122046567626,0.05965158078124968,0.00026483050847457627,0.0005086662091898842,0.41722577153626134,3.0080321441262456,5.462906417059803,0.8663791848544083,6.250411421565686,0.560443625611774,5.4145659430552335,5.135951001765364,0.837771820819984,502.5762711864407,0.6261481329546137,502.5762711864407,3.979594974194543,0.21025824925657047,0.8376568242654963,0.6407902119523388,11.286342669341524,0.9531310847250082,11.313690993745448,2.6162829783003207,0.9980840127346879,0.48722686302863943,1.0,0.2739765219769235,0.9999999989897518,0.11292161451557935,1.0,0.13613577098664592,1.0,0.03692213695306899,0.9999999989897518,0.9987060963097265,0.1581920951099719,1.5188983335333355,0.4441615439067453,1.1700069641662856,1.3411133996510909,0.9674088065907106,0.9674088065907106,0.00016392368349242735,0.3431393615270065,1.7643797114744024,22.333333333333332,1.3333333333333333,23.0,0.23611112104521859
25,0.7161422412274248,0.7060148928125026,0.0,0.2953413467285997,0.0030242639072870802,0.0,0.0,0.0007802869131101958,0.0003592716473237596,0.10267504999193094,1.1761979491023693,0.5941135954048674,3.6757947105472373,0.02443505624992496,0.610876406248124,0.03300010913551527,0.9721332393791701,0.9721332393791701,0.0428587019359325,0.7682337674346993,0.038283968139230726,0.03845980481201506,29652,7413,22239,11118,0,0.25,44478,88956,2551.2033898305085,3202.5254237288136,21.824343988450906,965.1450878078655,1.7065341310986017,7,1.875e-05,3.0,0.9773848733659518,0.47185203584574037,1.1008056947740459,0.7345672017436916,0.06029296237028251,0.0004634533898305085,0.0007802869131101958,0.4168341725559558,3.287201408612526,5.462941626932305,0.8597326463097787,6.288325471393133,0.5941135954048674,5.516555834624727,5.259299439898992,0.8956079230470172,502.5762711864407,0.6168635103662136,502.5762711864407,3.6757947105472373,0.17412608356799109,0.8322614643533351,0.6377490920535589,11.285949739359193,0.951556673494436,11.313692060567565,2.5789519588826066,0.9980010703458624,0.4866739061929412,1.0,0.2860932208723941,0.9999999989897518,0.14522712766113927,1.0,0.11940866797152212,1.0,0.03973537522478629,0.9999999989897518,0.9988678047212504,0.1581920951099719,1.6886619390067408,0.4498325500447871,1.1872511950589844,1.337264727737944,0.9646325818562912,0.9646325818562912,0.0003592716473237596,0.3494025160700588,1.997950721595247,23.0,1.3333333333333333,23.0,0.2395833432674408
26,0.6603351700103889,0.6513612118817992,0.0,0.2807885865538807,0.0028266745098566603,0.0,0.0,0.0008544593141030387,0.00014290875536725084,0.0659041763362238,1.039075134164196,0.5611491183103141,3.96719004340091,0.02407968150949534,0.6019920377373835,0.1,0.9708995271058044,0.9708995271058044,1.0,0.7667054508756402,0.038084809052374304,0.03822224132151665,29652,7413,22239,11118,0,0.25,44478,88956,2564.6610169491523,3216.084745762712,21.366653377726927,918.7039660437632,1.5241270186537403,7,1.875e-05,3.0,0.8932085633277893,0.47002288042488743,0.9878801056894205,0.7268600322432437,0.062212608186370234,0.0004965572033898305,0.0008544593141030387,0.4181768358764002,3.0073593390189997,5.5327861623536165,0.8690289089670232,6.325441643343133,0.5611491183103141,5.497053227182162,5.2209238844402766,0.8322040842751325,502.5762711864407,0.630457010309575,502.5762711864407,3.96719004340091,0.20460174725217334,0.832435933210082,0.6381048681372303,11.286767393855726,0.9554171461170002,11.313690993745448,2.6142086538217835,0.9981091174028688,0.48739433541136273,1.0,0.2732560768470926,0.9999999989897518,0.11361750922465728,1.0,0.13469984205597538,1.0,0.03703269880201857,0.9999999989897518,0.9988720154358168,0.1581920951099719,1.5526265451463603,0.44424611178495116,1.1939177533327523,1.343482494354248,0.9691177515660302,0.9691177515660302,0.00014290875536725084,0.3403915459826841,1.827294923491397,22.77777777777778,1.3333333333333333,23.0,0.23842593530813852
27,0.716293057142678,0.7058830331947844,0.0,0.29798316804029173,0.0028501850063517944,0.0,0.0,0.0009436799095888322,0.0003128949951348921,0.10975976111525196,1.1760200262069702,0.5956628787315498,3.672282469474663,0.02449904551133587,0.6124761377833967,0.1,0.9749346757188313,0.9749346757188313,1.0,0.7683571592346828,0.038209888509373166,0.03838773147930182,29652,7413,22239,11118,0,0.25,44478,88956,2566.3050847457625,3211.64406779661,21.869033716492734,999.0057093733448,1.7383292994256747,7,1e-05,3.0,0.9898142107462479,0.4738301260996673,1.0993549500481556,0.7352170317859973,0.06044813333931616,0.0008606991525423729,0.0009436799095888322,0.41681811213493347,3.271305342852059,5.486451610735091,0.8572040916819513,6.279662091853255,0.5956628787315498,5.518356913227146,5.264588703543453,0.8920351610345355,502.5762711864407,0.620757692951267,502.5762711864407,3.672282469474663,0.1744885919457775,0.8313812461950011,0.6342490426564621,11.285851219953116,0.9543730202367751,11.313692157551394,2.5837490881903697,0.998108031386036,0.48738706465494835,1.0,0.2886735655493655,0.9999999989897518,0.146288961677228,1.0,0.11658211140814474,1.0,0.03990304637384617,0.9999999989897518,0.9990113347263659,0.1581920951099719,1.7118360289072587,0.45130217378422366,1.201929183329566,1.3401527000685869,0.966715819754843,0.966715819754843,0.0003128949951348921,0.34515675195192885,2.050063688876265,22.88888888888889,1.3333333333333333,23.0,0.23900463845994738
28,0.6461145271689205,0.6373764135069766,0.0,0.27769079955957704,0.002368448144298489,0.0,0.0,0.0007596213347870477,0.00017633770298512683,0.06186438162448043,1.0387450870821031,0.557671761108657,3.9497397673332086,0.024073148194202636,0.6018287048550659,0.03975850263125867,0.9701184693563942,0.9701184693563942,0.13940718044655243,0.7691034854181311,0.03872755860213001,0.03889357839664956,29652,7413,22239,11118,0,0.25,44478,88956,2569.9661016949153,3234.915254237288,21.4191967592401,937.771609548795,1.5360826556965457,7,1e-05,3.0,0.8950410050860906,0.4731137696969307,0.9917080745858661,0.7252440937494827,0.061084622990781975,0.0003310381355932203,0.0007596213347870477,0.41639526668241467,3.003814175977545,5.637972188427423,0.9582571840583118,6.547439817654884,0.557671761108657,5.606257268937967,5.292530043650482,0.9323479209916067,502.5762711864407,0.6163790094650398,502.5762711864407,3.9497397673332086,0.1951295713246879,0.8248631388454114,0.6410881573871031,11.285710253957975,0.9541732951746149,11.313691220041049,2.5871759147967324,0.9980205519724701,0.4868037730960523,1.0,0.2702848176329823,0.9999999989897518,0.11228710602400667,1.0,0.13610187438079865,1.0,0.03583250059035875,0.9999999989897518,0.9987901024899241,0.1581920951099719,1.5576693324719446,0.44719666040549844,1.2052114333136608,1.3461005788738445,0.9710063004897813,0.9710063004897813,0.00017633770298512683,0.3369144413430812,1.86362947043726,21.88888888888889,1.3333333333333333,23.0,0.23379630347092947
