epoch,train_loss,train_base_loss,train_ranking_loss,train_prototype_loss,train_normal_align_loss,train_normal_bucket_adv_loss,train_aux_loss,train_context_regularization_loss,train_adapter_regularization_loss,train_pseudo_contrastive_loss,train_embedding_diffusion_loss,train_embedding_diffusion_score_loss,train_embedding_diffusion_view_loss,prototype_loss_weight_effective,prototype_trust_score,context_residual_budget_weight_effective,context_residual_budget_release_progress,context_residual_budget_prototype_readiness,context_residual_budget_guard_strength,val_auc,val_pr_auc,val_ap,train_targets,train_pos,train_neg,train_hard_neg,train_bg_neg,train_pos_rate,hard_negative_pool_size,hard_negative_candidate_count,avg_subgraph_nodes,avg_subgraph_edges,emb_norm,dirichlet,grad_norm,best_epoch,lr,loss_pos_weight,context_delta_norm,context_drift_abs_mean,context_emb_norm,context_gate_mean,context_logit_abs_mean,context_residual_clip_fraction,context_residual_penalty,context_stability_gate_mean,diffusion_reconstruction_score,diffusion_score_fraud_mean,diffusion_score_loss,diffusion_score_mean,diffusion_score_normal_mean,diffusion_score_std,diffusion_selected_count,diffusion_sigma_mean,diffusion_view_count,diffusion_view_loss,diffusion_view_neg_sim,diffusion_view_pos_sim,internal_risk_delta_norm,internal_risk_direction_gap_norm,internal_risk_gate_mean,internal_risk_hop_gap_norm,internal_risk_short_long_gap_norm,message_risk_scale_mean,message_risk_score_mean,prototype_active_epoch,prototype_classification_loss,prototype_classification_ratio,prototype_consistency_loss,prototype_loss_ramp,prototype_margin,prototype_memory_initialized_ratio,prototype_separation_loss,prototype_target_available_ratio,prototype_temporal_stability,target_time_position_mean,time_emb_norm,time_expert_context_drift,time_expert_delta_norm,time_expert_entropy,time_expert_entropy_gate,time_expert_entropy_norm,time_expert_entropy_penalty,time_expert_max_weight,time_expert_time_emb_norm
1,0.7403707305590311,0.7236398855845133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.118670662244161,0.22086320320765176,1.1391564309597015,0.04,1.0,0.1,0.0,0.0,1.0,0.5670362903225806,0.03678332752693576,0.04406044129374407,145,4,141,0,0,0.027586206896551724,0,0,237.33333333333334,309.3333333333333,12.441272417704264,271.465571085612,2.5835330486297607,1,0.0003,3.0,0.47356732686360675,0.28626835346221924,0.6760356426239014,0.48120052615801495,0.0002203214098699391,0.0,0.0,0.499652902285258,3.4009532928466797,4.008831024169922,0.6625896096229553,3.9994211196899414,3.9962844848632812,0.01649647019803524,48.333333333333336,0.6008086403210958,48.333333333333336,1.1391564309597015,0.24932285149892172,0.8961348930994669,0.05911739791433016,7.878845691680908,0.5037599802017212,7.999978860219319,2.056495428085327,1.0000464916229248,0.5003097256024679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.6840616265932719,0.28620633482933044,0.0006293308494302133,1.3842362960179646,0.9985153873761495,0.9985153873761495,0.0,0.2688615918159485,0.9485461711883545
2,0.6442793806393942,0.6229997873306274,0.0,0.016010162110129993,0.06028926372528076,0.0,0.0,0.0,0.0,0.0,1.9800405502319336,0.20321452617645264,1.4636184374491374,0.04,1.0,0.1,0.0,0.0,1.0,0.6320564516129032,0.050462940149107446,0.06322863502613643,145,4,141,6,0,0.027586206896551724,24,48,237.66666666666666,312.0,11.70018450419108,229.6676279703776,1.9819246530532837,2,0.0003,3.0,0.3758279085159302,0.2599961757659912,0.5167705913384756,0.481417457262675,0.0014837966106521587,0.0,0.0,0.49992072582244873,3.0973377227783203,4.0157976150512695,0.6096435785293579,4.001674175262451,3.9969663619995117,0.017646806314587593,48.333333333333336,0.5011643568674723,48.333333333333336,1.4636184374491374,0.33982848127683,0.8965790073076884,0.05828468253215154,7.8674702644348145,0.5037250320116679,7.9999745686848955,1.9490626255671184,0.9996867775917053,0.49791141351064044,1.0,0.061144426465034485,0.6666666467984518,0.05161082744598389,0.25,0.10335853695869446,1.0,0.006313629758854707,0.6666666467984518,0.0,0.3333333432674408,0.6039352019627889,0.2592810144027074,0.003382250666618347,1.3846401770909627,0.9988067348798116,0.9988067348798116,0.0,0.26759815216064453,0.8515563209851583
