epoch,train_loss,train_auc,val_loss,val_auc
1,1.233804,,,0.809195
2,0.973468,,,0.765035
3,0.514485,,,0.772958
4,0.423427,,,0.821820
5,0.342130,,,0.776224
6,0.311151,,,0.777725
7,0.404805,,,0.602463
8,0.292379,,,0.591329
9,0.219791,,,0.612929
10,0.170175,,,0.608472
11,0.247404,,,0.649659
12,0.138567,,,0.592669
13,0.174979,,,0.511073
14,0.111916,,,0.541794
