epoch,train_loss,train_auc,val_loss,val_auc
1,0.814658,,,0.780096
2,0.867102,,,0.781785
3,0.861714,,,0.786876
4,0.840372,,,0.786504
5,0.843696,,,0.787013
6,0.834597,,,0.790680
7,0.833752,,,0.789622
8,0.827220,,,0.788310
9,0.825636,,,0.786953
10,0.812347,,,0.783341
11,0.809874,,,0.785638
12,0.795206,,,0.785386
13,0.803810,,,0.788114
14,0.784670,,,0.783371
15,0.793988,,,0.785739
16,0.771564,,,0.786152
