epoch,train_loss,train_auc,val_loss,val_auc
1,1.233804,,,0.809195
2,0.973468,,,0.765036
3,0.514483,,,0.772957
4,0.421803,,,0.798103
5,0.459115,,,0.777620
6,0.293144,,,0.780818
7,0.317269,,,0.732817
8,0.230562,,,0.799356
9,0.298519,,,0.758931
10,0.181670,,,0.717265
11,0.270438,,,0.673558
