epoch,train_loss,train_auc,val_loss,val_auc
1,1.178438,,,0.772572
2,1.002281,,,0.624659
3,0.502524,,,0.508441
4,0.500360,,,0.776570
5,0.758116,,,0.784225
6,0.362115,,,0.743531
7,0.383336,,,0.696809
8,0.243214,,,0.544855
9,0.221442,,,0.478517
10,0.154122,,,0.637364
11,0.170621,,,0.534880
12,0.120300,,,0.457097
13,0.144570,,,0.507779
14,0.108451,,,0.454157
15,0.120361,,,0.449409
