epoch,train_loss,train_auc,val_loss,val_auc
1,0.814658,,,0.780096
2,0.867103,,,0.781782
3,0.857951,,,0.787267
4,0.836962,,,0.786831
5,0.842556,,,0.789463
6,0.828921,,,0.787217
7,0.834970,,,0.787476
8,0.821856,,,0.787523
9,0.826021,,,0.787186
10,0.808186,,,0.789279
11,0.810217,,,0.788638
12,0.792070,,,0.786965
13,0.802962,,,0.786942
14,0.781971,,,0.788690
15,0.795963,,,0.786696
