epoch,train_loss,val_loss,train_auc,val_auc,best_epoch
1,1.233804,,,0.809195,1
2,0.973468,,,0.765036,1
3,0.514484,,,0.772957,1
4,0.424112,,,0.821329,4
5,0.354108,,,0.777211,4
6,0.391274,,,0.781279,4
7,0.360148,,,0.786354,4
8,0.350722,,,0.797638,4
9,0.347865,,,0.792081,4
10,0.345680 ,,,0.791026,4
