epoch,train_loss,train_auc,val_loss,val_auc
1,0.814531,,,0.779478
2,0.866298,,,0.780981
3,0.856306,,,0.784438
4,0.840938,,,0.790742
5,0.838922,,,0.789533
6,0.825164,,,0.785519
7,0.832240,,,0.785325
8,0.808995,,,0.789755
9,0.820465,,,0.790379
10,0.798976,,,0.786949
11,0.804742,,,0.788627
12,0.795510,,,0.790364
13,0.804884,,,0.790701
14,0.783287,,,0.788257
