epoch,train_loss,train_auc,val_loss,val_auc
1,0.690574,,,0.773415
2,0.374501,,,0.777654
3,0.384063,,,0.779290
4,0.214067,,,0.781016
5,0.183566,,,0.780481
6,0.211007,,,0.782461
7,0.151730,,,0.782280
8,0.114983,,,0.783048
9,0.106386,,,0.782471
10,0.098880,,,0.782479
11,0.095915,,,0.782513
12,0.070960,,,0.782532
13,0.076056,,,0.782685
14,0.042821,,,0.782676
15,0.040926,,,0.782450
16,0.028916,,,0.782019
17,0.031211,,,0.781658
18,0.022213,,,0.782261
