epoch,train_loss,train_auc,val_loss,val_auc
1,1.233805,,,0.809194
2,0.973551,,,0.764931
3,0.517383,,,0.772949
4,0.426419,,,0.814615
5,0.857393,,,0.777359
6,0.386602,,,0.780403
7,0.340473,,,0.768910
8,0.271931,,,0.816567
9,0.229515,,,0.752351
10,0.163907,,,0.737056
