epoch,train_loss,train_auc,val_loss,val_auc
1,0.814658,,,0.780096
2,0.863720,,,0.781764
3,0.854926,,,0.787206
4,0.835114,,,0.787894
5,0.831417,,,0.788363
6,0.825471,,,0.780282
7,0.826713,,,0.787404
8,0.812533,,,0.783282
9,0.815733,,,0.786215
10,0.797296,,,0.786553
11,0.803057,,,0.787330
12,0.788566,,,0.787563
13,0.797707,,,0.787177
14,0.774687,,,0.785205
15,0.785082,,,0.786476
