epoch,train_loss,train_base_loss,train_ranking_loss,train_prototype_loss,train_normal_align_loss,train_normal_bucket_adv_loss,train_aux_loss,train_context_regularization_loss,train_adapter_regularization_loss,train_pseudo_contrastive_loss,train_embedding_diffusion_loss,prototype_loss_weight_effective,prototype_trust_score,context_residual_budget_weight_effective,context_residual_budget_release_progress,context_residual_budget_prototype_readiness,context_residual_budget_guard_strength,val_auc,val_pr_auc,val_ap,train_targets,train_pos,train_neg,train_hard_neg,train_bg_neg,train_pos_rate,hard_negative_pool_size,hard_negative_candidate_count,avg_subgraph_nodes,avg_subgraph_edges,emb_norm,dirichlet,grad_norm,best_epoch,lr,loss_pos_weight,context_delta_norm,context_drift_abs_mean,context_emb_norm,context_gate_mean,context_logit_abs_mean,context_residual_clip_fraction,context_residual_penalty,context_stability_gate_mean,internal_risk_delta_norm,internal_risk_direction_gap_norm,internal_risk_gate_mean,internal_risk_hop_gap_norm,internal_risk_short_long_gap_norm,message_risk_scale_mean,message_risk_score_mean,prototype_active_epoch,prototype_classification_loss,prototype_classification_ratio,prototype_consistency_loss,prototype_loss_ramp,prototype_margin,prototype_memory_initialized_ratio,prototype_separation_loss,prototype_target_available_ratio,prototype_temporal_stability,target_time_position_mean,time_emb_norm,time_expert_context_drift,time_expert_delta_norm,time_expert_entropy,time_expert_entropy_gate,time_expert_entropy_norm,time_expert_entropy_penalty,time_expert_max_weight,time_expert_time_emb_norm
1,0.6695817212263743,0.6670545438925425,0.0,0.0,0.0,0.0,0.0,0.0,0.05054347713788351,0.0,0.0,0.04,1.0,0.1,0.0,0.0,1.0,0.5105691056910568,0.03787408479703042,0.04839375110756689,73,2,71,0,0,0.0273972602739726,0,0,123.66666666666667,164.66666666666666,6132.860777854919,10424033550.449656,2.9453512032826743,1,0.0003,3.0,0.4445839424928029,474.4175373117129,0.5765477021535238,0.5035742918650309,0.0002502757270121947,0.0,0.0,0.4993845224380493,0.06153052548567454,7.864178657531738,0.507013221581777,7.999980608622233,3.6247602303822837,0.9999144673347473,0.4994296133518219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.6801484425862631,474.4137105544408,0.0007209238441040119,1.3064947525660198,0.9424367745717367,0.9424367745717367,0.05054347713788351,0.30923884113629657,0.9342975815137228
2,0.5761176745096842,0.571398119131724,0.0,0.008181956907113394,0.0748020609219869,0.0,0.0,0.0,0.01304347813129425,0.0,0.0,0.04,1.0,0.1,0.0,0.0,1.0,0.5528455284552846,0.043355554682969574,0.05689276755852843,73,2,71,3,0,0.0273972602739726,12,24,121.0,158.66666666666666,1332.4069662094116,1568495969.2282002,2.2117623885472617,2,0.0003,3.0,0.3795076906681061,100.02687628567219,0.5327384074529012,0.4691082835197449,0.0010157789608153205,0.0,0.0,0.49918846289316815,0.057572104036808014,7.868902206420898,0.5039328336715698,7.99997615814209,3.5999595324198403,0.9999172687530518,0.49944836894671124,1.0,0.030116908252239227,0.6666666666666666,0.048855699598789215,0.25,0.2640537917613983,1.0,0.003362674886981646,0.6666666666666666,0.0,0.3333333432674408,0.5961163838704427,100.02729838093121,0.005066614442815383,1.3646877606709797,0.9844141205151876,0.9844141205151876,0.01304347813129425,0.2780286967754364,0.852124551932017
